matrícula,período,disciplina,créditos,turma,grau,sit.final,professor
0810246,20082,LBG1213,4,BFR,7.1,AP,Giovanni Kim
0810246,20082,GUO1361,2,IAG,5,AP,Ahmed Hoang
0810246,20082,GOZ1785,4,IAG,4.2,RM,Cody Robinson
0810246,20082,PBJ1031,4,IAG,0,RF,Marilyn Venzor
0810246,20082,OBK1818,4,QFI,0.9,RM,Shamaya Morales
0810246,20101,HDZ1240,4,SQE,10,AP,Felicia Charles
0810246,20101,HOW1491,2,CLF,6.1,AP,Janet Mayo
0810246,20101,HCV1283,4,WZI,6.8,AP,Ahmed Hoang
0810246,20101,RXL1676,4,IAG,6.7,AP,Angel Ramirez-Ramirez
0810246,20101,PBJ1031,4,CLF,7.6,AP,Gerardo Nguyen
0810246,20101,ZAB1614,4,IAG,7.8,AP,Alejandro Pan
0810246,20102,GOZ1785,4,CLF,7.9,AP,Giovanni Kim
0810246,20102,DAN1561,4,CLF,7.6,AP,Dashawn Stephens
0810246,20102,OGJ1002,4,IAG,5.4,AP,Jordan Carrillo Aguirre
0810246,20102,AHR1808,4,IAG,8.2,AP,Brooke Gilbert
0810246,20102,OBK1818,4,HLB,5.9,AP,Brynn Solita
0810246,20111,AOR1164,2,AZB,10,AP,Giovany Hornbuckle
0810246,20111,GWN1997,4,IAG,8.1,AP,Ahmed Chavez
0810246,20111,FTT1655,4,IAG,7.7,AP,Cody Robinson
0810246,20111,EFJ1215,4,CLF,8.4,AP,Aidan Moua
0810246,20111,OUT1489,4,IAG,5.1,AP,Marina-Ashley Greene
0810246,20111,DOI1181,4,YZA,,CL,Roman Asakawa
0810246,20112,ZBC1955,4,YKU,6.8,AP,Luis Novianty
0810246,20112,GYX1745,4,IAG,5.1,AP,Aidan Moua
0810246,20112,SHX1607,4,IAG,1.3,RM,Cody Robinson
0810246,20112,WNC1771,4,IAG,,CL,Marcus Kim
0810246,20112,XGA1316,4,IAG,,CL,Mariah Bills
0810246,20121,LMU1326,2,SQE,,CJ,Les Nguyen
0810246,20121,LOU1757,4,SJU,1.3,RM,Erin Ortiz Lopez
0810246,20121,TBA1383,4,WNV,9.5,AP,Rohan Holiday
0810246,20121,QGQ1106,4,IAG,9.7,AP,Samantha Garcia
0810246,20121,LKZ1904,4,IAG,5.7,AP,Alexus Duron
0810246,20121,WNC1771,4,IAG,,CL,Marcus Kim
0810246,20121,DOI1181,4,BAX,,CL,Lawrence Oh
0810246,20122,AUJ1624,2,PXS,9.3,AP,Idris Khanom
0810246,20122,KBR1233,2,MUV,9.7,AP,Jason Lebold
0810246,20122,LMU1326,2,SQE,7,AP,Les Nguyen
0810246,20122,CLS1569,4,IAG,7.9,AP,Janet Mayo
0810246,20122,TFL1187,4,IAG,9.1,AP,Samantha Garcia
0810246,20122,SKL1073,4,IAV,9.5,AP,Luz Hernandez
0810246,20122,QUT1986,4,IAG,6.5,AP,Alexander Bartelt
0810246,20122,QPZ1285,3,IAG,9.4,AP,Gerardo Nguyen
0810246,20122,QQB1190,6,HYP,,CD,Tony Gonzales
0810246,20131,OIY1577,4,IAG,6.5,AP,Cody Robinson
0810246,20131,SHX1607,4,IAG,6.9,AP,Cody Robinson
0810246,20131,QBY1274,4,IAG,8.2,AP,Micah Cortez Ballesteros
0810246,20131,OOR1975,4,IAG,,CD,Remy Mutagamba
0810246,20131,WNC1771,4,IAG,2,RM,Marcus Kim
0810246,20131,LJU1802,4,DYN,9,AP,James Bogart
0810246,20131,DOI1181,4,HLB,2.7,RM,Giovanni Kim
0810246,20132,LOU1757,4,ISQ,6.6,AP,Eileen Killen
0810246,20132,XRK1471,4,IAG,10,AP,Gerardo Nguyen
0810246,20132,SDS1297,4,IAG,,CL,Aidan Moua
0810246,20132,DOI1181,4,UPY,6.3,AP,Andreanna Lujan
0810149,20081,KIU1613,4,QFI,0,RM,Jocelyn Gutierrez
0810149,20081,OPG1830,2,QFI,0,RM,Aaliyah Plascencia
0810149,20081,OPG1830,2,WXA,,CA,Aaliyah Plascencia
0810149,20081,MKK1957,4,XOG,0,RM,Ahmed Hoang
0810149,20081,PBJ1031,4,IAG,0,RF,Jaime Smrekar
0810149,20081,GLJ1776,6,QFI,0,RM,Briana Taylor
0810149,20081,AKJ1977,4,VWA,0,RM,William Gutierrez
0810981,20081,KIU1613,4,QFI,0.6,RM,Jocelyn Gutierrez
0810981,20081,OPG1830,2,QFI,6.9,AP,Aaliyah Plascencia
0810981,20081,OPG1830,2,WXA,,CA,Aaliyah Plascencia
0810981,20081,MKK1957,4,XOG,8.1,AP,Ahmed Hoang
0810981,20081,PBJ1031,4,IAG,8.1,AP,Jaime Smrekar
0810981,20081,GLJ1776,6,QFI,0.5,RM,Briana Taylor
0810981,20081,AKJ1977,4,VWA,,CL,William Gutierrez
0810981,20082,QNI1752,4,PSM,9.7,AP,Rebecca Brown
0810981,20082,LBG1213,4,BFR,8.4,AP,Giovanni Kim
0810981,20082,GUO1361,2,IAG,5.1,AP,Ahmed Hoang
0810981,20082,GOZ1785,4,CLF,0.8,RM,Ryan Kascak
0810981,20082,GLJ1776,6,XOG,,CL,Briana Taylor
0810981,20091,GOZ1785,4,CLF,6,AP,Ryan Kascak
0810981,20091,DAN1561,4,WZI,6.5,AP,Jaime Smrekar
0810981,20091,HOW1491,2,IAG,6.4,AP,Janet Mayo
0810981,20091,HCV1283,4,IAG,,CA,Ahmed Hoang
0810981,20091,HCV1283,4,CLF,,CL,Sydnei Chavez
0810981,20091,CSH1051,4,LGT,5.9,AP,Myles Krishnan
0810981,20091,GLJ1776,6,UKE,,CL,Kiearra Madera
0810981,20092,HCV1283,4,IAG,,CL,Ahmed Hoang
0810981,20092,RXL1676,4,IAG,,CL,Angel Ramirez-Ramirez
0810981,20092,AHR1808,4,CLF,4,RM,Jordan Dixon Jr
0810981,20092,PFB1675,4,STN,,CL,Myles Krishnan
0810981,20101,PFB1675,4,STN,0,RF,Colin Vigil
0810981,20102,VRY1444,4,AHE,9,AP,Rebecca Brown
0810981,20102,TBA1383,4,QXY,5,AP,Elizabeth Olson
0810981,20102,AHR1808,4,IAG,6.8,AP,Brooke Gilbert
0810981,20102,FTT1655,4,CLF,0,RF,William Bailey
0810981,20102,ZAB1614,4,IAG,5.3,AP,Alejandro Pan
0810981,20102,LJU1802,4,DYN,7.5,AP,James Bogart
0810981,20111,AOR1164,2,WMH,,CD,Emily Grady
0810981,20111,KIU1613,4,UFI,,CL,Jocelyn Gutierrez
0810981,20111,RXL1676,4,IAG,,CD,Angel Ramirez-Ramirez
0810981,20111,RXL1676,4,CLF,6.6,AP,Alicia Caballero
0810981,20111,AGD1579,4,ALD,5.7,AP,Kaylee Tracy
0810981,20111,GLJ1776,6,SCP,0.2,RM,Lael Barnes
0810981,20111,GLJ1776,6,UFI,,CD,Omar Mathe
0810981,20112,AOR1164,2,POP,10,AP,Giovany Hornbuckle
0810981,20112,AOR1164,2,GNM,,CD,Edwin Shea
0810981,20112,HCV1283,4,CLF,5,AP,Ivan Hoang
0810981,20112,EFJ1215,4,IAG,5.7,AP,Janet Mayo
0810981,20112,IMT1945,4,IAG,6.7,AP,Jordan Carrillo Aguirre
0810981,20121,OOR1975,4,IAG,5.2,AP,Remy Mutagamba
0810981,20121,FTT1655,4,CLF,2.6,RM,Aidan Moua
0810981,20122,YJL1484,4,FZD,8.8,AP,Grace Adams
0810981,20122,LMU1326,2,SQE,4.7,RM,Les Nguyen
0810981,20122,NOS1910,5,IAG,6.8,AP,Shianne Mcmillan
0810981,20131,CAB1609,4,FZD,1.4,RM,Grace Adams
0810981,20131,TZF1949,4,FZD,1.8,RM,Grace Adams
0810981,20131,CLS1569,4,IAG,0,RM,Janet Mayo
0810981,20132,CAB1609,4,FZD,7,AP,Grace Adams
0810981,20132,TZF1949,4,FZD,5.8,AP,Grace Adams
0811 NA,20081,KIU1613,4,QFI,9,AP,Jocelyn Gutierrez
0811 NA,20081,OPG1830,2,QFI,9.2,AP,Aaliyah Plascencia
0811 NA,20081,MKK1957,4,YZA,9.9,AP,Brooke Gilbert
0811 NA,20081,PBJ1031,4,IAG,8.5,AP,Jaime Smrekar
0811 NA,20081,GLJ1776,6,BAX,8.9,AP,Briana Taylor
0811 NA,20081,AKJ1977,4,VWA,7.2,AP,William Gutierrez
0811 NA,20082,QNI1752,4,SQE,9.5,AP,Nicole Dailey
0811 NA,20082,EQS1093,4,QXY,10,AP,Elizabeth Olson
0811 NA,20082,LBG1213,4,BFR,10,AP,Giovanni Kim
0811 NA,20082,GUO1361,2,IAG,8.7,AP,Ahmed Hoang
0811 NA,20082,GOZ1785,4,IAG,9,AP,Cody Robinson
0811 NA,20082,HOW1491,2,IAG,8.6,AP,Priscilla Zamora
0811 NA,20082,OBK1818,4,SHL,9.8,AP,Lan Clark
0811 NA,20091,VRY1444,4,SSN,10,AP,Brandy Aragon
0811 NA,20091,DAN1561,4,IAG,9.7,AP,Mariah Bills
0811 NA,20091,HCV1283,4,IAG,9,AP,Ahmed Hoang
0811 NA,20091,RXL1676,4,IAG,8,AP,Angel Ramirez-Ramirez
0811 NA,20091,AHR1808,4,CLF,9.4,AP,Jordan Dixon Jr
0811 NA,20091,DOI1181,4,AIU,7.8,AP,Roman Asakawa
0811 NA,20092,AOR1164,2,YEQ,9,AP,Dominic Banchongchith
0811 NA,20092,NNO1640,2,AIU,10,AP,Christine Williams
0811 NA,20092,LOU1757,4,DDY,9.6,AP,Justin Lowe
0811 NA,20092,OGJ1002,4,IAG,9.7,AP,Jenny Donnel
0811 NA,20092,FTT1655,4,IAG,8.3,AP,Gerardo Nguyen
0811 NA,20092,ZAB1614,4,IAG,9.5,AP,Alejandro Pan
0811 NA,20092,XGA1316,4,IAG,9.7,AP,Mariah Bills
0811 NA,20092,LJU1802,4,DYN,10,AP,Larice Ngo
0811 NA,20101,TGG1649,4,ISQ,7.3,AP,Lashaundra Pena
0811 NA,20101,GWN1997,4,IAG,8.7,AP,Manuel Tat
0811 NA,20101,LKZ1904,4,IAG,8.6,AP,Alexus Duron
0811 NA,20101,WNC1771,4,IAG,8.1,AP,Marcus Kim
0811 NA,20101,EFJ1215,4,IAG,9.3,AP,Jenny Donnel
0811 NA,20101,VQP1780,4,IAG,7.2,AP,Hunter Simmons
0811 NA,20101,OUT1489,4,IAG,9.3,AP,Marina-Ashley Greene
0811 NA,20101,RLT1868,4,CYS,,CJ,NA
0811 NA,20102,LMU1326,2,SQE,8.7,AP,Les Nguyen
0811 NA,20102,GYX1745,4,IAG,8,AP,Aidan Moua
0811 NA,20102,CLS1569,4,IAG,8.4,AP,Janet Mayo
0811 NA,20102,TZJ1993,1,IAG,9.8,AP,Savannah Lopez Susano
0811 NA,20102,SHX1607,4,IAG,9.3,AP,Cody Robinson
0811 NA,20102,PRA1665,4,IAG,8.8,AP,Manuel Tat
0811 NA,20102,QUT1986,4,IAG,9.6,AP,Alexander Bartelt
0811 NA,20102,DZV1691,3,CYS,8.4,AP,Hannah Davis
0811 NA,20102,RLT1868,4,CYS,,CL,Albert Larson
0811 NA,20111,LVE1222,3,NA,9.6,AP,NA
0811 NA,20111,PMW1536,3,NA,10,AP,NA
0811 NA,20111,ERI1772,3,NA,9.6,AP,NA
0811 NA,20111,IBT1075,4,NA,10,AP,NA
0811 NA,20112,YCP1873,3,NA,10,AP,NA
0811 NA,20112,LIB1882,3,NA,10,AP,NA
0811 NA,20112,QNG1889,4,NA,10,AP,NA
0811 NA,20121,OIY1577,4,IAG,8,AP,Cody Robinson
0811 NA,20121,RHY1360,4,IAG,6.2,AP,Vincent Diaz Daughtry
0811 NA,20121,SDS1297,4,IAG,4.8,RM,Aidan Moua
0811 NA,20121,RLK1651,2,IAG,,CA,Rhaeanna Bustos-Luevano
0811 NA,20121,RLK1651,2,RAB,9.5,AP,Mariah Bills
0811 NA,20121,NVT1666,3,IAG,8.8,AP,Dashawn Stephens
0811 NA,20121,YIM1155,4,CYS,5.3,AP,Lan Clark
0811 NA,20121,QXX1723,4,CYS,9,AP,Lael Barnes
0811 NA,20122,SDS1297,4,IAG,3,RM,Aidan Moua
0811 NA,20122,XHX1371,1,IAG,,CP,Manuel Dang
0811 NA,20122,GLR1893,2,IAG,,CA,Rhaeanna Bustos-Luevano
0811 NA,20122,GLR1893,2,TKV,0,RM,Mariah Bills
0811 NA,20122,RLT1868,4,CYS,5.9,AP,Lan Clark
0811 NA,20122,PGM1838,4,PBV,9.3,AP,Martha Holguin
0811 NA,20131,SDS1297,4,IAG,5.4,AP,Aidan Moua
0811 NA,20131,GLR1893,2,IAG,,CA,Rhaeanna Bustos-Luevano
0811 NA,20131,GLR1893,2,WZI,0,RF,Mariah Bills
0811 NA,20132,GLR1893,2,IAG,,CA,Alexander Bartelt
0811 NA,20132,GLR1893,2,JBY,0,RF,Mariah Bills
0811 NA,20132,GLR1893,2,CGC,,CA,Dashawn Stephens
0811648,20081,KIU1613,4,QFI,3.5,RM,Jocelyn Gutierrez
0811648,20081,OPG1830,2,QFI,5.3,AP,Aaliyah Plascencia
0811648,20081,OPG1830,2,WXA,,CA,Aaliyah Plascencia
0811648,20081,MKK1957,4,XOG,4,RM,Ahmed Hoang
0811648,20081,PBJ1031,4,IAG,6.1,AP,Jaime Smrekar
0811648,20081,GLJ1776,6,QFI,2.1,RM,Briana Taylor
0811648,20081,AKJ1977,4,VWA,0.4,RM,William Gutierrez
0811648,20082,QNI1752,4,WJK,8,AP,David Jenks
0811648,20082,KIU1613,4,YZA,,CL,Jocelyn Gutierrez
0811648,20082,VJU1267,4,EFF,9.8,AP,Kristiana Saldivar
0811648,20091,VRY1444,4,WJK,4.7,RM,Chelsea Davis
0811648,20091,OJL1559,2,GCW,,CP,Diarra Cabello
0811648,20091,GUO1361,2,CLF,0.9,RM,Ahmed Hoang
0811648,20091,GOZ1785,4,IAG,1.7,RM,Cody Robinson
0811648,20091,OBS1959,6,UFI,0.7,RM,Kayleigh Cordova
0811688,20081,KIU1613,4,QFI,8.3,AP,Jocelyn Gutierrez
0811688,20081,OPG1830,2,QFI,10,AP,Aaliyah Plascencia
0811688,20081,OPG1830,2,WXA,,CA,Aaliyah Plascencia
0811688,20081,MKK1957,4,XOG,10,AP,Ahmed Hoang
0811688,20081,PBJ1031,4,IAG,,CL,Jaime Smrekar
0811688,20081,GLJ1776,6,QFI,9.3,AP,Briana Taylor
0811688,20081,AKJ1977,4,VWA,8.6,AP,William Gutierrez
0811688,20082,LBG1213,4,BFR,9.2,AP,Giovanni Kim
0811688,20082,GUO1361,2,IAG,8.3,AP,Ahmed Hoang
0811688,20082,EBS1850,4,AIU,9.6,AP,Benito Hoang
0811688,20082,YIM1155,4,CYS,8.9,AP,William Gutierrez
0811688,20082,WCJ1507,4,SLM,9.6,AP,Albert Larson
0811688,20082,RLT1868,4,CYS,9.2,AP,Albert Larson
0811491,20081,KIU1613,4,QFI,,AT,Jocelyn Gutierrez
0811491,20081,OPG1830,2,QFI,,AT,Aaliyah Plascencia
0811491,20081,OPG1830,2,WXA,,CA,Aaliyah Plascencia
0811491,20081,MKK1957,4,XOG,,AT,Ahmed Hoang
0811491,20081,PBJ1031,4,IAG,,AT,Jaime Smrekar
0811491,20081,GLJ1776,6,QFI,,AT,Briana Taylor
0811491,20081,AKJ1977,4,VWA,,AT,William Gutierrez
0811250,20081,KIU1613,4,QFI,,AT,Jocelyn Gutierrez
0811250,20081,OPG1830,2,QFI,,AT,Aaliyah Plascencia
0811250,20081,MKK1957,4,YZA,,AT,Brooke Gilbert
0811250,20081,PBJ1031,4,IAG,,AT,Jaime Smrekar
0811250,20081,GLJ1776,6,BAX,,LT,Briana Taylor
0811250,20081,AKJ1977,4,VWA,,LT,William Gutierrez
0811637,20081,KIU1613,4,QFI,,CL,Jocelyn Gutierrez
0811637,20081,OPG1830,2,QFI,,CA,Aaliyah Plascencia
0811637,20081,OPG1830,2,WXA,,CA,Aaliyah Plascencia
0811637,20081,MKK1957,4,XOG,8.3,AP,Ahmed Hoang
0811637,20081,PBJ1031,4,IAG,5.9,AP,Jaime Smrekar
0811637,20081,GLJ1776,6,QFI,,CL,Briana Taylor
0811637,20081,AKJ1977,4,VWA,,CL,William Gutierrez
0811637,20082,QNI1752,4,CGY,,AT,Muhammad Ironshield
0811637,20082,LBG1213,4,BFR,,AT,Giovanni Kim
0811637,20082,GUO1361,2,IAG,,AT,Ahmed Hoang
0811637,20082,GOZ1785,4,IAG,,AT,Cody Robinson
0811637,20082,GLJ1776,6,XOG,,AT,Briana Taylor
0811345,20081,KIU1613,4,QFI,0.6,RM,Jocelyn Gutierrez
0811345,20081,OPG1830,2,QFI,6.4,AP,Aaliyah Plascencia
0811345,20081,MKK1957,4,YZA,7.7,AP,Brooke Gilbert
0811345,20081,PBJ1031,4,IAG,0,RF,Jaime Smrekar
0811345,20081,GLJ1776,6,BAX,0.2,RM,Briana Taylor
0811345,20081,AKJ1977,4,VWA,,CL,William Gutierrez
0811345,20082,QNI1752,4,RDU,,CL,Dominic Banchongchith
0811345,20082,LBG1213,4,BFR,5.5,AP,Giovanni Kim
0811345,20082,GUO1361,2,IAG,0.7,RM,Ahmed Hoang
0811345,20082,GOZ1785,4,CLF,0.5,RM,Ryan Kascak
0811345,20082,HOW1491,2,IAG,6,AP,Priscilla Zamora
0811345,20082,NPP1979,2,IAG,,CJ,Cody Robinson
0811345,20082,GLJ1776,6,XOG,0.4,RM,Briana Taylor
0811345,20091,QNI1752,4,RDU,8,AP,Rebecca Brown
0811345,20091,KIU1613,4,UFI,,CL,Jo'Vonte Miyagi
0811345,20091,GOZ1785,4,CLF,,CL,Ryan Kascak
0811345,20091,AHR1808,4,IAG,4.3,RM,Brooke Gilbert
0811345,20091,PBJ1031,4,CLF,5.1,AP,Kokenia Zapata Figueroa
0811345,20092,GUO1361,2,IAG,0,RF,Ahmed Hoang
0811345,20092,GOZ1785,4,CLF,,CL,Cody Robinson
0811345,20092,RXL1676,4,IAG,,CL,Angel Ramirez-Ramirez
0811345,20092,AXF1492,4,IAG,,CD,Janet Mayo
0811345,20092,AHR1808,4,CLF,6,AP,Jordan Dixon Jr
0811345,20092,ZAB1614,4,CLF,,CL,Berea Rojas-Dominquez
0811345,20101,KIU1613,4,UFI,,CL,Aaliyah Plascencia
0811345,20101,OBS1959,6,YZA,0,RM,Cameron Nguyen
0811345,20102,GUO1361,2,CLF,5,AP,Ahmed Hoang
0811345,20102,DAN1561,4,IAG,,CL,Jaime Smrekar
0811345,20102,RXL1676,4,CLF,5,AP,Alicia Caballero
0811345,20102,OBS1959,6,QFI,,CL,Andy Fabrizio
0811345,20111,GOZ1785,4,CLF,5.1,AP,Cody Robinson
0811345,20111,GOZ1785,4,WZI,,CD,William Bailey
0811345,20111,DAN1561,4,CLF,4,RM,Darlene Salazar
0811345,20111,HCV1283,4,CLF,,CL,Ivan Hoang
0811345,20111,LCG1141,4,IAG,,CD,Ahmed Hoang
0811345,20111,EFJ1215,4,CLF,,CD,Aidan Moua
0811345,20111,GLJ1776,6,UKE,,CL,Shamaya Morales
0811345,20112,VRY1444,4,GNM,,CL,Eric Jefferson
0811345,20112,DAN1561,4,CLF,,CL,Darlene Salazar
0811345,20112,EFJ1215,4,IAG,6.1,AP,Janet Mayo
0811345,20112,QUT1986,4,IAG,5,AP,Alexander Bartelt
0811345,20121,VRY1444,4,YEQ,,CL,Leslye Rodriguez
0811345,20121,DAN1561,4,CLF,0.8,RM,Mariah Bills
0811345,20121,LCG1141,4,IAG,,CL,Ahmed Hoang
0811345,20121,GLJ1776,6,UFI,,CL,Lael Barnes
0811162,20081,KIU1613,4,QFI,4.7,RM,Jocelyn Gutierrez
0811162,20081,OPG1830,2,QFI,6.9,AP,Aaliyah Plascencia
0811162,20081,OPG1830,2,WXA,,CA,Aaliyah Plascencia
0811162,20081,MKK1957,4,XOG,5.8,AP,Ahmed Hoang
0811162,20081,PBJ1031,4,IAG,4,RM,Jaime Smrekar
0811162,20081,GLJ1776,6,QFI,2.5,RM,Briana Taylor
0811162,20081,AKJ1977,4,VWA,,CL,William Gutierrez
0811664,20081,KIU1613,4,QFI,0.8,RM,Jocelyn Gutierrez
0811664,20081,OPG1830,2,QFI,6.9,AP,Aaliyah Plascencia
0811664,20081,OPG1830,2,WXA,,CA,Aaliyah Plascencia
0811664,20081,MKK1957,4,XOG,6,AP,Ahmed Hoang
0811664,20081,PBJ1031,4,IAG,5.7,AP,Jaime Smrekar
0811664,20081,GLJ1776,6,QFI,0.3,RM,Briana Taylor
0811664,20081,AKJ1977,4,VWA,,CL,William Gutierrez
0811664,20082,QNI1752,4,POP,,CD,Danielle Macias
0811664,20082,LBG1213,4,BFR,5.2,AP,Giovanni Kim
0811664,20082,GUO1361,2,IAG,0.4,RM,Ahmed Hoang
0811664,20082,GOZ1785,4,CLF,0.7,RM,Ryan Kascak
0811664,20082,HOW1491,2,IAG,6.1,AP,Priscilla Zamora
0811664,20082,GLJ1776,6,XOG,0.3,RM,Briana Taylor
0811664,20091,KIU1613,4,UFI,,CL,Jo'Vonte Miyagi
0811664,20091,GOZ1785,4,CLF,3,RM,Ryan Kascak
0811664,20091,DAN1561,4,WZI,1.4,RM,Jaime Smrekar
0811664,20091,AHR1808,4,IAG,3.8,RM,Brooke Gilbert
0811664,20092,GUO1361,2,IAG,0,RF,Ahmed Hoang
0811664,20092,GOZ1785,4,CLF,6.5,AP,Cody Robinson
0811664,20092,DAN1561,4,IAG,2.4,RM,Alec Edwards
0811664,20092,AHR1808,4,CLF,5.5,AP,Jordan Dixon Jr
0811664,20092,OBS1959,6,SSC,,CL,Pinkan Hill
0811664,20101,QNI1752,4,TYQ,9.6,AP,Cameron Fisher
0811664,20101,GUO1361,2,IAG,,CL,Ahmed Hoang
0811664,20101,ZAB1614,4,IAG,,CL,Alejandro Pan
0811664,20101,IMT1945,4,IAG,,CL,Alec Edwards
0811664,20102,DAN1561,4,IAG,0.3,RM,Jaime Smrekar
0811664,20102,RXL1676,4,CLF,,CJ,Alicia Caballero
0811664,20102,FTT1655,4,CLF,0,RF,William Bailey
0811664,20102,ZAB1614,4,IAG,1.3,RM,Alejandro Pan
0811664,20102,LJU1802,4,DYN,8.4,AP,James Bogart
0811664,20111,VRY1444,4,GNM,8.5,AP,David Jenks
0811664,20111,TBA1383,4,QXY,4.3,RM,Jacob Shepard
0811664,20111,KIU1613,4,UFI,,CL,Jocelyn Gutierrez
0811664,20111,HCV1283,4,CLF,,CL,Ivan Hoang
0811664,20111,GLJ1776,6,KZH,5.1,AP,Lan Clark
0811664,20112,OBK1818,4,UPY,0,RM,Omar Mathe
0812 NA,20081,KIU1613,4,QFI,0.9,RM,Jocelyn Gutierrez
0812 NA,20081,OPG1830,2,QFI,5.8,AP,Aaliyah Plascencia
0812 NA,20081,MKK1957,4,YZA,7.2,AP,Brooke Gilbert
0812 NA,20081,PBJ1031,4,IAG,2.8,RM,Jaime Smrekar
0812 NA,20081,GLJ1776,6,BAX,3,RM,Briana Taylor
0812 NA,20081,AKJ1977,4,VWA,,CL,William Gutierrez
0812 NA,20082,LBG1213,4,BFR,6.5,AP,Giovanni Kim
0812 NA,20082,GUO1361,2,IAG,0.7,RM,Ahmed Hoang
0812 NA,20082,GOZ1785,4,CLF,7.4,AP,Ryan Kascak
0812 NA,20082,GLJ1776,6,UPY,1.6,RM,Lael Barnes
0812 NA,20091,DAN1561,4,CLF,,CJ,Ahmed Hoang
0812 NA,20091,DAN1561,4,WZI,7.1,AP,Jaime Smrekar
0812 NA,20091,HOW1491,2,IAG,6,AP,Janet Mayo
0812 NA,20091,HOW1491,2,CLF,,CD,Janet Mayo
0812 NA,20091,HCV1283,4,IAG,,CD,Ahmed Hoang
0812 NA,20091,HCV1283,4,CLF,6.1,AP,Sydnei Chavez
0812 NA,20091,GLJ1776,6,UKE,6.6,AP,Kiearra Madera
0812 NA,20092,GUO1361,2,IAG,6.7,AP,Ahmed Hoang
0812 NA,20092,OGJ1002,4,IAG,,CL,Jenny Donnel
0812 NA,20092,RXL1676,4,IAG,,CL,Angel Ramirez-Ramirez
0812 NA,20092,AHR1808,4,CLF,6.2,AP,Jordan Dixon Jr
0812 NA,20092,OBK1818,4,BMP,,CL,Yihang Unruh
0812 NA,20101,QNI1752,4,TYQ,,CL,Cameron Fisher
0812 NA,20101,RXL1676,4,IAG,,CL,Angel Ramirez-Ramirez
0812 NA,20101,FTT1655,4,IAG,2.6,RM,Ryan Kascak
0812 NA,20101,ZAB1614,4,IAG,0.7,RM,Alejandro Pan
0812 NA,20101,IMT1945,4,IAG,7.3,AP,Alec Edwards
0812 NA,20101,OBK1818,4,XOG,,CD,Tahnee Peterson
0812 NA,20102,QNI1752,4,SPM,,CD,Jung Johnston
0812 NA,20102,PBJ1031,4,CLF,4.1,RM,Gerardo Nguyen
0812 NA,20102,FTT1655,4,CLF,6.5,AP,William Bailey
0812 NA,20102,ZAB1614,4,IAG,6,AP,Alejandro Pan
0812 NA,20102,ZAB1614,4,CLF,,CD,Marina-Ashley Greene
0812 NA,20102,LJU1802,4,DYN,8.5,AP,James Bogart
0812 NA,20111,TBA1383,4,QXY,6.3,AP,Jacob Shepard
0812 NA,20111,KIU1613,4,UFI,,CL,Jocelyn Gutierrez
0812 NA,20111,RXL1676,4,IAG,,CD,Angel Ramirez-Ramirez
0812 NA,20111,RXL1676,4,CLF,5.9,AP,Alicia Caballero
0812 NA,20111,QBY1274,4,IAG,,CJ,Micah Cortez Ballesteros
0812 NA,20111,TFL1187,4,IAG,,CD,Samantha Garcia
0812 NA,20111,AGD1579,4,ALD,5.1,AP,Kaylee Tracy
0812 NA,20112,OGJ1002,4,IAG,,CL,Ahmed Hoang
0812 NA,20112,LCG1141,4,IAG,6,AP,Ahmed Hoang
0812 NA,20112,EFJ1215,4,IAG,5.2,AP,Janet Mayo
0812 NA,20112,OUT1489,4,CLF,,CD,Berea Rojas-Dominquez
0812 NA,20112,OBK1818,4,YZA,,CD,Yihang Unruh
0812 NA,20121,QNI1752,4,QRW,,CD,Nicole Dailey
0812 NA,20121,QNI1752,4,WMN,0.7,RM,Felicia Charles
0812 NA,20121,QNI1752,4,FDO,,CJ,Danielle Macias
0812 NA,20121,NOS1910,5,IAG,0,RM,Shianne Mcmillan
0812 NA,20121,OOR1975,4,IAG,6.3,AP,Remy Mutagamba
0812 NA,20122,YJL1484,4,FZD,7,AP,Grace Adams
0812 NA,20122,QNI1752,4,QRW,6.7,AP,Nicole Dailey
0812 NA,20122,NOS1910,5,IAG,5,AP,Shianne Mcmillan
0812 NA,20122,OBK1818,4,SHL,,CL,Andy Fabrizio
0812 NA,20131,CAB1609,4,FZD,1,RM,Grace Adams
0812 NA,20131,TZF1949,4,FZD,1.6,RM,Grace Adams
0812 NA,20131,VRY1444,4,KWD,,CD,David Jenks
0812 NA,20131,CLS1569,4,IAG,0,RM,Janet Mayo
0812 NA,20132,CAB1609,4,FZD,5.1,AP,Grace Adams
0812 NA,20132,TZF1949,4,FZD,3.9,RM,Grace Adams
0812 NA,20081,KIU1613,4,QFI,2.8,RM,Jocelyn Gutierrez
0812 NA,20081,OPG1830,2,QFI,7.6,AP,Aaliyah Plascencia
0812 NA,20081,OPG1830,2,WXA,,CA,Aaliyah Plascencia
0812 NA,20081,MKK1957,4,XOG,6.9,AP,Ahmed Hoang
0812 NA,20081,PBJ1031,4,IAG,5.1,AP,Jaime Smrekar
0812 NA,20081,GLJ1776,6,QFI,2.8,RM,Briana Taylor
0812 NA,20081,AKJ1977,4,VWA,,CL,William Gutierrez
0812 NA,20082,QNI1752,4,UQY,8.2,AP,Dennis Barnes
0812 NA,20082,LBG1213,4,AIU,1.7,RM,Janet Mayo
0812 NA,20082,GUO1361,2,IAG,0.6,RM,Ahmed Hoang
