matrícula,período,disciplina,créditos,turma,grau,sit-final,professor
820156,20092,FIL1000,4,1CA,,CL,CURSO A DISTANCIA
820156,20092,FIS1026,4,33E,2.5,RM,WALDEMAR MONTEIRO DA SILVA JUNIOR
820156,20092,FIS1027,2,33F,5.3,AP,VERA LUCIA VIEIRA BALTAR
820156,20092,INF1007,4,33G,0.8,RM,JOISA DE SOUZA OLIVEIRA
820156,20092,LET1502,4,1DA,5.2,AP,EUGENIA MARIA PIRES KOELER
820156,20092,MAT1158,6,33A,4.2,RM,MONICA MOREIRA BARROS
820156,20092,MAT1200,4,33F,,CL,TANIA MARIA BOFFONI SIMOES DE FARIA
820156,20101,FIS1026,4,33F,4,RM,MARCELO EDUARDO HUGUENIN M DA COSTA
820156,20101,INF1007,4,33B,5.3,AP,ARES
820156,20101,MAT1158,6,33G,6.4,AP,ROBERTO JOSE DE CARVALHO
820156,20101,QUI1720,4,33W,3.3,RM,NADIA SUZANA HENRIQUES SCHNEIDER
820156,20102,CRE1127,4,7TM,,CA,MANUEL DE OLIVEIRA MANANGAO
820156,20102,FIS1026,4,33A,5,AP,RENATO BARBOSA DE OLIVEIRA
820156,20102,MAT1162,4,33A,5.2,AP,GLAUCIO LIMA SIQUEIRA
820156,20102,MAT1200,4,33V,5,AP,MONICA MOREIRA BARROS
820156,20102,QUI1720,4,33X,4.1,RM,NADIA SUZANA HENRIQUES SCHNEIDER
820156,20111,DSG1412,4,1AA,9.6,AP,JOAO DE SA BONELLI
820156,20111,ENG1007,2,3VG,5.8,AP,NEY AUGUSTO DUMONT
820156,20111,FIS1041,4,33C,4.4,RM,ENIO FROTA DA SILVEIRA
820156,20111,FIS1042,2,33E,,CJ,RAFAEL SILVA COUTINHO
820156,20111,FIS1042,2,33F,,CD,RAFAEL SILVA COUTINHO
820156,20111,FIS1042,2,33I,7.8,AP,RAFAEL SILVA COUTINHO
820156,20111,INF1012,2,3WA,4,RM,ARES
820156,20111,INF1018,4,3WA,3.4,RM,LUIZ FERNANDO BESSA SEIBEL
820156,20111,JUR1016,2,23B,,CJ,ANDREA PINHEIRO SANTOS
820156,20111,MAT1154,4,33G,,CL,RENATA THOMAZ LINS DO NASCIMENTO
820156,20112,CRE1127,4,7TU,6,AP,JOAO GERALDO MACHADO BELLOCCHIO
820156,20112,FIS1041,4,33F,5.3,AP,WALDEMAR MONTEIRO DA SILVA JUNIOR
820156,20112,INF1010,4,3WA,,CJ,SIMONE DINIZ JUNQUEIRA BARBOSA
820156,20112,INF1012,2,3WA,5,AP,ARES
820156,20112,INF1018,4,3WB,7.5,AP,ANA LUCIA DE MOURA
820156,20112,INF1631,4,3WA,,CL,RUY LUIZ MILIDIU
820156,20112,MAT1154,4,33F,2.7,RM,MONICA MOREIRA BARROS
820156,20121,CRE1141,2,7T6,8,AP,EVA APARECIDA REZENDE DE MORAES
820156,20121,FIS1051,4,33G,0.7,RM,DANIEL SOARES VELASCO
820156,20121,FIS1052,2,33G,6.1,AP,NEY ROBERTO DHEIN
820156,20121,INF1009,4,3WB,3.1,RM,EDWARD HERMANN HAEUSLER
820156,20121,INF1383,4,3WA,3.6,RM,SERGIO LIFSCHITZ
820156,20121,JUR1016,2,23B,9.5,AP,IRMA ALMEIDA KLAUTAU DE ARAUJO
820156,20121,MAT1154,4,33F,3,RM,YURI KI
820156,20122,FIL1000,4,13D,7.3,AP,VERA MARIA PEREIRA DE M HENRIQUES
820156,20122,INF1301,4,3WA,5.3,AP,ALESSANDRO FABRICIO GARCIA
820156,20122,MAT1154,4,33A,1.2,RM,MARCO ANTONIO GRIVET MATTOSO MAIA
820156,20131,INF1008,2,3WB,,CD,LUIZ FERNANDO BESSA SEIBEL
820156,20131,INF1010,4,3WB,6.2,AP,MARCELO GATTASS
820156,20131,INF1019,4,3WA,,CD,MARKUS ENDLER
820156,20131,INF1383,4,3WA,,CD,SERGIO LIFSCHITZ
820156,20131,INF1631,4,3WB,,CD,DAVID SOTELO PINHEIRO DA SILVA
820156,20131,INF1636,4,3WA,6.9,AP,ARES
820156,20131,MAT1154,4,33J,5,AP,MONICA MOREIRA BARROS
820156,20132,ENG1400,4,3VA,,CL,ANA MARIA BELTRAN PAVANI
820156,20132,INF1008,2,3WB,6.2,AP,LUIZ FERNANDO BESSA SEIBEL
820156,20132,INF1009,4,3WB,2.5,RM,TEMPO CONTINUO A DEFINIR
820156,20132,INF1019,4,3WA,5.3,AP,LUIZ FERNANDO BESSA SEIBEL
820156,20132,INF1383,4,3WA,6,AP,SERGIO LIFSCHITZ
820156,20132,INF1403,4,3WB,5.2,AP,TEMPO CONTINUO A DEFINIR
820156,20132,INF1761,4,3WA,,CL,MARCELO GATTASS
820156,20132,INF1902,4,30A,5.6,AP,SERGIO RICARDO YATES DOS SANTOS
820156,20141,ENG1029,4,3VA,5.1,AP,MARLEY MARIA BERNARDES R VELLASCO
820156,20141,INF1009,4,3WB,6,AP,TEMPO CONTINUO A DEFINIR
820156,20141,INF1377,4,3WA,7,AP,JULIO CESAR SAMPAIO DO PRADO LEITE
820156,20141,INF1413,4,3WA,5.2,AP,ARNDT VON STAA
820156,20141,INF1631,4,3WA,2.3,RM,MARCUS VINICIUS S P DE ARAGAO
820156,20141,INF1640,4,3WA,,CL,LUIZ FERNANDO GOMES SOARES
820156,20142,CRE1172,2,7TB,6.8,AP,JOAO ANTONIO SILVEIRA LINS SUCUPIRA
820156,20142,ENG1400,4,3VA,1.7,RM,ANA MARIA BELTRAN PAVANI
820156,20142,INF1013,4,3WA,5,AP,ARES
820156,20142,INF1626,4,3WA,5.8,AP,BRUNO LOPES VIEIRA
820156,20142,INF1631,4,3WA,5.2,AP,EDUARDO SANY LABER
820156,20142,INF1771,4,3WA,5.7,AP,EDIRLEI EVERSON SOARES DE LIMA
910523,20091,FIS1033,4,33I,7.1,AP,ANTONIO CARLOS OLIVEIRA BRUNO
910523,20091,FIS1034,2,33I,8.4,AP,WALDEMAR MONTEIRO DA SILVA JUNIOR
910523,20091,INF1005,4,33D,8.1,AP,SERGIO LIFSCHITZ
910523,20091,INF1403,4,3WA,4.3,RM,SIMONE DINIZ JUNQUEIRA BARBOSA
910523,20091,MAT1161,6,33H,6.4,AP,TANIA MARIA BOFFONI SIMOES DE FARIA
910523,20091,MAT1200,4,33X,6.3,AP,SERGIO BERNARDO VOLCHAN
910523,20092,CRE1100,4,7TD,7,AP,ROSEMARY FERNANDES DA COSTA
910523,20092,INF1007,4,33C,7.1,AP,HORISTA A CONTRATAR
910523,20092,INF1008,2,3WA,5,AP,LUIZ FERNANDO BESSA SEIBEL
910523,20092,INF1009,4,3WA,4.2,RM,EDWARD HERMANN HAEUSLER
910523,20092,INF1403,4,3WA,0,RF,MARIA LUCIA ARRAES SEIXAS
910523,20092,MAT1162,4,33I,0.9,RM,JULIANA ABRANTES FREIRE
910523,20111,CRE1116,4,7TA,10,AP,SOLANGE MARTINS JORDAO
910523,20111,INF1012,2,3WB,6.1,AP,ARES
910523,20111,INF1018,4,3WC,6.8,AP,LUIZ FERNANDO BESSA SEIBEL
910523,20111,INF1301,4,3WA,6.7,AP,ALESSANDRO FABRICIO GARCIA
910523,20111,INF1403,4,3WB,7.6,AP,CLARISSE SIECKENIUS DE SOUZA
910523,20111,INF1631,4,3WA,7.8,AP,RUY LUIZ MILIDIU
910523,20112,INF1009,4,3WB,7.9,AP,HORISTA A CONTRATAR
910523,20112,INF1010,4,3WB,7.6,AP,WALDEMAR CELES FILHO
910523,20112,INF1019,4,3WA,5.4,AP,MARKUS ENDLER
910523,20112,INF1383,4,3WA,8.2,AP,SERGIO LIFSCHITZ
910523,20112,MAT1162,4,33G,5.9,AP,JOSE VICTOR GOULART NASCIMENTO
910523,20121,CRE1141,2,7TK,10,AP,BARBARA PATARO BUCKER
910523,20121,INF1377,4,3WA,8.1,AP,SERGIO COLCHER
910523,20121,INF1626,4,3WA,7.7,AP,EDWARD HERMANN HAEUSLER
910523,20121,INF1636,4,3WB,8.4,AP,ROBERTO IERUSALIMSCHY
910523,20121,INF1721,4,3WA,5.1,AP,EDUARDO SANY LABER
910523,20121,MAT1154,4,33D,,CL,MONICA MOREIRA BARROS
910523,20122,GEO1409,4,2LA,6.8,AP,LEONARDO DOS PASSOS MIRANDA NAME
910523,20122,INF1011,4,3WA,5.1,AP,ROBERTO IERUSALIMSCHY
910523,20122,INF1016,4,3WA,1.3,RM,EDWARD HERMANN HAEUSLER
910523,20122,INF1608,4,3WA,,CL,THEREZINHA SOUZA DA COSTA
910523,20122,INF1761,4,3WA,,CL,MARCELO GATTASS
910523,20131,CRE1172,2,7TA,,CJ,JOAO ANTONIO SILVEIRA LINS SUCUPIRA
910523,20131,ENG1029,4,3VB,1.3,RM,MARLEY MARIA BERNARDES R VELLASCO
910523,20131,FIL1000,4,13C,9.5,AP,REMO MANNARINO FILHO
910523,20131,INF1374,4,3WA,9.7,AP,ROGERIO LUIS DE CARVALHO COSTA
910523,20131,INF1413,4,3WA,5.7,AP,ARNDT VON STAA
910523,20131,INF1608,4,3WA,,CL,THEREZINHA SOUZA DA COSTA
910523,20131,MAT1154,4,33H,,CL,RAFAEL OSWALDO RUGGIERO RODRIGUEZ
910523,20132,ART1052,2,18A,9.3,AP,JOAQUIM MARCAL FERREIRA DE ANDRADE
910523,20132,COM1721,2,2AB,9.7,AP,DENISE COSTA LOPES
910523,20132,CRE1172,2,7TA,7,AP,JOAO ANTONIO SILVEIRA LINS SUCUPIRA
910523,20132,INF1013,4,3WA,7.9,AP,ARES
910523,20132,INF1341,4,3WA,9.1,AP,ROGERIO LUIS DE CARVALHO COSTA
910523,20132,INF1503,4,3JB,9.5,AP,CAROLINA DE LIMA AGUILAR
910523,20132,INF1771,4,3WA,6.5,AP,EDIRLEI EVERSON SOARES DE LIMA
910523,20132,INF2811,3,3WA,9.4,AP,CLARISSE SIECKENIUS DE SOUZA
910523,20132,LET1208,6,1DE,,CD,CELIA EYER DE ARAUJO
910523,20141,INF1015,4,3WA,6.5,AP,EDWARD HERMANN HAEUSLER
910523,20141,INF1016,4,3WA,6.9,AP,EDWARD HERMANN HAEUSLER
910523,20141,INF1340,4,3WA,8.2,AP,MARCOS VIANNA VILLAS
910523,20141,INF1407,4,3WA,,CD,ALEXANDRE MALHEIROS MESLIN
910523,20141,INF1608,4,3WA,2,RM,THEREZINHA SOUZA DA COSTA
910523,20141,LET1113,4,1DA,9,AP,LEONARDO BERENGER ALVES CARNEIRO
910523,20141,MAT1154,4,33G,2.7,RM,HORISTA A CONTRATAR
910523,20142,ENG1029,4,3VA,6.6,AP,REINALDO CASTRO SOUZA
910523,20142,INF1347,4,3WA,10,AP,CLARISSE SIECKENIUS DE SOUZA
910523,20142,INF1715,4,3WA,,CL,ROBERTO IERUSALIMSCHY
910523,20142,MAT1154,4,33F,6.3,AP,EDUARDO BARBOSA PINHEIRO
910400,20091,FIS1033,4,33I,0,RM,ANTONIO CARLOS OLIVEIRA BRUNO
910400,20091,FIS1034,2,33I,0,RM,WALDEMAR MONTEIRO DA SILVA JUNIOR
910400,20091,FIS1034,2,33M,,CA,WALDEMAR MONTEIRO DA SILVA JUNIOR
910400,20091,INF1005,4,33E,0,RM,LUIZ FERNANDO BESSA SEIBEL
910400,20091,INF1403,4,3WA,0,RF,SIMONE DINIZ JUNQUEIRA BARBOSA
910400,20091,MAT1161,6,33I,0,RM,TANIA MARIA BOFFONI SIMOES DE FARIA
910400,20091,MAT1200,4,33X,0,RM,SERGIO BERNARDO VOLCHAN
910303,20091,FIS1033,4,33I,0.6,RM,ANTONIO CARLOS OLIVEIRA BRUNO
910303,20091,FIS1034,2,33I,6.9,AP,WALDEMAR MONTEIRO DA SILVA JUNIOR
910303,20091,FIS1034,2,33M,,CA,WALDEMAR MONTEIRO DA SILVA JUNIOR
910303,20091,INF1005,4,33E,8.1,AP,LUIZ FERNANDO BESSA SEIBEL
910303,20091,INF1403,4,3WA,8.1,AP,SIMONE DINIZ JUNQUEIRA BARBOSA
910303,20091,MAT1161,6,33I,0.5,RM,TANIA MARIA BOFFONI SIMOES DE FARIA
910303,20091,MAT1200,4,33X,,CL,SERGIO BERNARDO VOLCHAN
910303,20092,CRE1100,4,7T3,9.7,AP,GLORIA MARIA TELES
910303,20092,INF1007,4,33C,8.4,AP,HORISTA A CONTRATAR
910303,20092,INF1008,2,3WA,5.1,AP,LUIZ FERNANDO BESSA SEIBEL
910303,20092,INF1009,4,3WB,0.8,RM,ALEXANDRE RADEMAKER
910303,20092,MAT1161,6,33E,,CL,TANIA MARIA BOFFONI SIMOES DE FARIA
910303,20101,INF1009,4,3WB,6,AP,ALEXANDRE RADEMAKER
910303,20101,INF1010,4,3WC,6.5,AP,SIMONE DINIZ JUNQUEIRA BARBOSA
910303,20101,INF1012,2,3WA,6.4,AP,ARES
910303,20101,INF1018,4,3WA,,CA,LUIZ FERNANDO BESSA SEIBEL
910303,20101,INF1018,4,3WB,,CL,NOEMI DE LA ROCQUE RODRIGUEZ
910303,20101,LET1501,4,1DC,5.9,AP,EUGENIA MARIA PIRES KOELER
910303,20101,MAT1161,6,33W,,CL,ALEX LAIER BORDIGNON
910303,20102,INF1018,4,3WA,,CL,LUIZ FERNANDO BESSA SEIBEL
910303,20102,INF1301,4,3WA,,CL,ALESSANDRO FABRICIO GARCIA
910303,20102,INF1383,4,3WB,4,RM,RUBENS NASCIMENTO MELO
910303,20102,LET1502,4,1DB,,CL,EUGENIA MARIA PIRES KOELER
910303,20111,LET1502,4,1DB,0,RF,PAULO RICARDO PEREZ CUADRAT
910303,20112,CRE1127,4,7TF,9,AP,GLORIA MARIA TELES
910303,20112,FIL1000,4,1CA,5,AP,LUIZ CARLOS PINHEIRO DIAS PEREIRA
910303,20112,INF1383,4,3WA,6.8,AP,SERGIO LIFSCHITZ
910303,20112,INF1626,4,3WB,0,RF,BRUNO LOPES VIEIRA
910303,20112,INF1631,4,3WA,5.3,AP,RUY LUIZ MILIDIU
910303,20112,LET1113,4,1DA,7.5,AP,LEONARDO BERENGER ALVES CARNEIRO
910303,20121,CRE1141,2,7T7,,CD,VERA MARIA LANZELLOTTI BALDEZ BOING
910303,20121,FIS1033,4,33V,,CL,ANTONIO CARLOS OLIVEIRA BRUNO
910303,20121,INF1301,4,3WA,,CD,ALESSANDRO FABRICIO GARCIA
910303,20121,INF1301,4,3WB,6.6,AP,FLAVIO HELENO BEVILACQUA E SILVA
910303,20121,INF1902,4,30B,5.7,AP,SERGIO RICARDO YATES DOS SANTOS
910303,20121,MAT1161,6,33B,0.2,RM,SINESIO PESCO
910303,20121,MAT1161,6,33V,,CD,LUANA SA DE AZEVEDO
910303,20122,CRE1141,2,7TI,10,AP,BARBARA PATARO BUCKER
910303,20122,CRE1141,2,7TZ,,CD,EVA APARECIDA REZENDE DE MORAES
910303,20122,INF1018,4,3WB,5,AP,ANA LUCIA DE MOURA
910303,20122,INF1636,4,3WA,5.7,AP,ARES
910303,20122,INF1804,4,3WA,6.7,AP,MARKUS ENDLER
910303,20131,INF1407,4,3WA,5.2,AP,ALEXANDRE MALHEIROS MESLIN
910303,20131,INF1626,4,3WB,2.6,RM,ROBERTO IERUSALIMSCHY
910303,20132,ADM1010,4,2WA,8.8,AP,RICARDO NOLLA RUIZ
910303,20132,CRE1172,2,7TA,4.7,RM,JOAO ANTONIO SILVEIRA LINS SUCUPIRA
910303,20132,INF1405,5,3WA,6.8,AP,EDMUNDO BASTOS TORREAO
910303,20141,ADM1006,4,2WA,1.4,RM,RICARDO NOLLA RUIZ
910303,20141,ADM1019,4,2WA,1.8,RM,RICARDO NOLLA RUIZ
910303,20141,INF1013,4,3WA,0,RM,ARES
910303,20142,ADM1006,4,2WA,7,AP,RICARDO NOLLA RUIZ
910303,20142,ADM1019,4,2WA,5.8,AP,RICARDO NOLLA RUIZ
911937,20091,FIS1033,4,33I,9,AP,ANTONIO CARLOS OLIVEIRA BRUNO
911937,20091,FIS1034,2,33I,9.2,AP,WALDEMAR MONTEIRO DA SILVA JUNIOR
911937,20091,INF1005,4,33D,9.9,AP,SERGIO LIFSCHITZ
911937,20091,INF1403,4,3WA,8.5,AP,SIMONE DINIZ JUNQUEIRA BARBOSA
911937,20091,MAT1161,6,33H,8.9,AP,TANIA MARIA BOFFONI SIMOES DE FARIA
911937,20091,MAT1200,4,33X,7.2,AP,SERGIO BERNARDO VOLCHAN
911937,20092,CRE1100,4,7TA,9.5,AP,MARIVANI DE OLIVEIRA DE A PEREIRA
911937,20092,FIL1310,4,1CA,10,AP,LUIZ CARLOS PINHEIRO DIAS PEREIRA
911937,20092,INF1007,4,33C,10,AP,HORISTA A CONTRATAR
911937,20092,INF1008,2,3WA,8.7,AP,LUIZ FERNANDO BESSA SEIBEL
911937,20092,INF1009,4,3WA,9,AP,EDWARD HERMANN HAEUSLER
911937,20092,INF1012,2,3WA,8.6,AP,LUIZ ANDRE PORTES PAES LEME
911937,20092,MAT1162,4,33J,9.8,AP,MARCOS CRAIZER
911937,20101,CRE1127,4,7TR,10,AP,MARIA CARMEN CASTANHEIRA AVELAR
911937,20101,INF1010,4,3WA,9.7,AP,MARCELO GATTASS
911937,20101,INF1018,4,3WA,9,AP,LUIZ FERNANDO BESSA SEIBEL
911937,20101,INF1301,4,3WA,8,AP,ALESSANDRO FABRICIO GARCIA
911937,20101,INF1383,4,3WB,9.4,AP,RUBENS NASCIMENTO MELO
911937,20101,MAT1154,4,33A,7.8,AP,MONICA MOREIRA BARROS
911937,20102,CRE1141,2,7TL,9,AP,ROBERTO TEIXEIRA CORREA
911937,20102,ENG1003,2,33A,10,AP,RONALDO RODRIGUES BASTOS
911937,20102,ENG1029,4,3V1,9.6,AP,ALEXANDRE STREET DE AGUIAR
911937,20102,INF1019,4,3WA,9.7,AP,RENATO FONTOURA DE GUSMAO CERQUEIRA
911937,20102,INF1626,4,3WA,8.3,AP,CLARISSE SIECKENIUS DE SOUZA
911937,20102,INF1631,4,3WA,9.5,AP,RUY LUIZ MILIDIU
911937,20102,INF1761,4,3WA,9.7,AP,MARCELO GATTASS
911937,20102,LET1113,4,1DA,10,AP,SILVIA BEATRIZ ALEXANDRA B COSTA
911937,20111,ENG1400,4,3VA,7.3,AP,ANA MARIA BELTRAN PAVANI
911937,20111,INF1377,4,3WA,8.7,AP,JULIO CESAR SAMPAIO DO PRADO LEITE
911937,20111,INF1413,4,3WA,8.6,AP,ARNDT VON STAA
911937,20111,INF1608,4,3WA,8.1,AP,THEREZINHA SOUZA DA COSTA
911937,20111,INF1636,4,3WA,9.3,AP,RENATO FONTOURA DE GUSMAO CERQUEIRA
911937,20111,INF1640,4,3WA,7.2,AP,LUIZ FERNANDO GOMES SOARES
911937,20111,INF1721,4,3WA,9.3,AP,EDUARDO SANY LABER
911937,20111,MAT1605,4,3ZA,,CJ,
911937,20112,CRE1172,2,7TA,8.7,AP,JOAO ANTONIO SILVEIRA LINS SUCUPIRA
911937,20112,INF1011,4,3WA,8,AP,ROBERTO IERUSALIMSCHY
911937,20112,INF1013,4,3WA,8.4,AP,ARES
911937,20112,INF1014,1,3WA,9.8,AP,ANA CAROLINA LETICHEVSKY
911937,20112,INF1016,4,3WA,9.3,AP,EDWARD HERMANN HAEUSLER
911937,20112,INF1629,4,3WA,8.8,AP,JULIO CESAR SAMPAIO DO PRADO LEITE
911937,20112,INF1771,4,3WA,9.6,AP,EDIRLEI EVERSON SOARES DE LIMA
911937,20112,MAT1202,3,3ZA,8.4,AP,ANA CRISTINA BERNARDO DE OLIVEIRA
911937,20112,MAT1605,4,3ZA,,CL,JAIRO DA SILVA BOCHI
911937,20121,INF1150,3,,9.6,AP,
911937,20121,INF1151,3,,10,AP,
911937,20121,INF1153,3,,9.6,AP,
911937,20121,PSI1849,4,,10,AP,
911937,20122,INF1140,3,,10,AP,
911937,20122,INF1154,3,,10,AP,
911937,20122,PSI1847,4,,10,AP,
911937,20131,INF1015,4,3WA,8,AP,EDWARD HERMANN HAEUSLER
911937,20131,INF1416,4,3WA,6.2,AP,ANDERSON OLIVEIRA DA SILVA
911937,20131,INF1715,4,3WA,4.8,RM,ROBERTO IERUSALIMSCHY
911937,20131,INF1950,2,3WA,,CA,JOSE CARLOS MILLAN
911937,20131,INF1950,2,3WM,9.5,AP,MARCELO GATTASS
911937,20131,INF2610,3,3WA,8.8,AP,WALDEMAR CELES FILHO
911937,20131,MAT1223,4,3ZA,5.3,AP,MARCOS CRAIZER
911937,20131,MAT1303,4,3ZA,9,AP,SINESIO PESCO
911937,20132,INF1715,4,3WA,3,RM,ROBERTO IERUSALIMSCHY
911937,20132,INF1920,1,3WA,,CP,MELISSA LEMOS CAVALIERE
911937,20132,INF1951,2,3WA,,CA,JOSE CARLOS MILLAN
911937,20132,INF1951,2,3WJ,0,RM,MARCELO GATTASS
911937,20132,MAT1605,4,3ZA,5.9,AP,MARCOS CRAIZER
911937,20132,PSI1958,4,10D,9.3,AP,REGINA SCHOEMER JARDIM
911937,20141,INF1715,4,3WA,5.4,AP,ROBERTO IERUSALIMSCHY
911937,20141,INF1951,2,3WA,,CA,JOSE CARLOS MILLAN
911937,20141,INF1951,2,3WC,0,RF,MARCELO GATTASS
911937,20142,INF1951,2,3WA,,CA,EDIRLEI EVERSON SOARES DE LIMA
911937,20142,INF1951,2,3WE,0,RF,MARCELO GATTASS
911937,20142,INF1951,2,3WF,,CA,WALDEMAR CELES FILHO
911687,20091,FIS1033,4,33I,3.5,RM,ANTONIO CARLOS OLIVEIRA BRUNO
911687,20091,FIS1034,2,33I,5.3,AP,WALDEMAR MONTEIRO DA SILVA JUNIOR
911687,20091,FIS1034,2,33M,,CA,WALDEMAR MONTEIRO DA SILVA JUNIOR
911687,20091,INF1005,4,33E,4,RM,LUIZ FERNANDO BESSA SEIBEL
911687,20091,INF1403,4,3WA,6.1,AP,SIMONE DINIZ JUNQUEIRA BARBOSA
911687,20091,MAT1161,6,33I,2.1,RM,TANIA MARIA BOFFONI SIMOES DE FARIA
911687,20091,MAT1200,4,33X,0.4,RM,SERGIO BERNARDO VOLCHAN
911687,20092,CRE1100,4,7TY,8,AP,MARCOS VINICIO MIRANDA VIEIRA
911687,20092,FIS1033,4,33D,,CL,ANTONIO CARLOS OLIVEIRA BRUNO
911687,20092,LET1301,4,1DF,9.8,AP,TALITA DE ASSIS BARRETO
911687,20101,CRE1127,4,7TY,4.7,RM,MANUEL ANGEL FERNANDEZ SUAREZ
911687,20101,EFI1380,2,5TA,,CP,RENATO CALLADO FERREIRA
911687,20101,INF1008,2,3WB,0.9,RM,LUIZ FERNANDO BESSA SEIBEL
911687,20101,INF1009,4,3WA,1.7,RM,EDWARD HERMANN HAEUSLER
911687,20101,MAT1157,6,33V,0.7,RM,RENATA MARTINS DA ROSA
911551,20091,FIS1033,4,33I,8.3,AP,ANTONIO CARLOS OLIVEIRA BRUNO
911551,20091,FIS1034,2,33I,10,AP,WALDEMAR MONTEIRO DA SILVA JUNIOR
911551,20091,FIS1034,2,33M,,CA,WALDEMAR MONTEIRO DA SILVA JUNIOR
911551,20091,INF1005,4,33E,10,AP,LUIZ FERNANDO BESSA SEIBEL
911551,20091,INF1403,4,3WA,,CL,SIMONE DINIZ JUNQUEIRA BARBOSA
911551,20091,MAT1161,6,33I,9.3,AP,TANIA MARIA BOFFONI SIMOES DE FARIA
911551,20091,MAT1200,4,33X,8.6,AP,SERGIO BERNARDO VOLCHAN
911551,20092,INF1007,4,33C,9.2,AP,HORISTA A CONTRATAR
911551,20092,INF1008,2,3WA,8.3,AP,LUIZ FERNANDO BESSA SEIBEL
911551,20092,MAT1182,4,33A,9.6,AP,NICOLAU CORCAO SALDANHA
911551,20092,MAT1223,4,3ZA,8.9,AP,SERGIO BERNARDO VOLCHAN
911551,20092,MAT1310,4,3ZB,9.6,AP,JAIRO DA SILVA BOCHI
911551,20092,MAT1605,4,3ZA,9.2,AP,JAIRO DA SILVA BOCHI
911443,20091,FIS1033,4,33I,,AT,ANTONIO CARLOS OLIVEIRA BRUNO
911443,20091,FIS1034,2,33I,,AT,WALDEMAR MONTEIRO DA SILVA JUNIOR
911443,20091,FIS1034,2,33M,,CA,WALDEMAR MONTEIRO DA SILVA JUNIOR
911443,20091,INF1005,4,33E,,AT,LUIZ FERNANDO BESSA SEIBEL
911443,20091,INF1403,4,3WA,,AT,SIMONE DINIZ JUNQUEIRA BARBOSA
911443,20091,MAT1161,6,33I,,AT,TANIA MARIA BOFFONI SIMOES DE FARIA
911443,20091,MAT1200,4,33X,,AT,SERGIO BERNARDO VOLCHAN
911211,20091,FIS1033,4,33I,,AT,ANTONIO CARLOS OLIVEIRA BRUNO
911211,20091,FIS1034,2,33I,,AT,WALDEMAR MONTEIRO DA SILVA JUNIOR
911211,20091,INF1005,4,33D,,AT,SERGIO LIFSCHITZ
911211,20091,INF1403,4,3WA,,AT,SIMONE DINIZ JUNQUEIRA BARBOSA
911211,20091,MAT1161,6,33H,,LT,TANIA MARIA BOFFONI SIMOES DE FARIA
911211,20091,MAT1200,4,33X,,LT,SERGIO BERNARDO VOLCHAN
911177,20091,FIS1033,4,33I,,CL,ANTONIO CARLOS OLIVEIRA BRUNO
911177,20091,FIS1034,2,33I,,CA,WALDEMAR MONTEIRO DA SILVA JUNIOR
911177,20091,FIS1034,2,33M,,CA,WALDEMAR MONTEIRO DA SILVA JUNIOR
911177,20091,INF1005,4,33E,8.3,AP,LUIZ FERNANDO BESSA SEIBEL
911177,20091,INF1403,4,3WA,5.9,AP,SIMONE DINIZ JUNQUEIRA BARBOSA
911177,20091,MAT1161,6,33I,,CL,TANIA MARIA BOFFONI SIMOES DE FARIA
911177,20091,MAT1200,4,33X,,CL,SERGIO BERNARDO VOLCHAN
911177,20092,CRE1100,4,7TO,,AT,ALEXANDRE SOUZA CHAVES
911177,20092,INF1007,4,33C,,AT,HORISTA A CONTRATAR
911177,20092,INF1008,2,3WA,,AT,LUIZ FERNANDO BESSA SEIBEL
911177,20092,INF1009,4,3WA,,AT,EDWARD HERMANN HAEUSLER
911177,20092,MAT1161,6,33E,,AT,TANIA MARIA BOFFONI SIMOES DE FARIA
911155,20091,FIS1033,4,33I,0.6,RM,ANTONIO CARLOS OLIVEIRA BRUNO
911155,20091,FIS1034,2,33I,6.4,AP,WALDEMAR MONTEIRO DA SILVA JUNIOR
911155,20091,INF1005,4,33D,7.7,AP,SERGIO LIFSCHITZ
911155,20091,INF1403,4,3WA,0,RF,SIMONE DINIZ JUNQUEIRA BARBOSA
911155,20091,MAT1161,6,33H,0.2,RM,TANIA MARIA BOFFONI SIMOES DE FARIA
911155,20091,MAT1200,4,33X,,CL,SERGIO BERNARDO VOLCHAN
911155,20092,CRE1100,4,7TG,,CL,ROBERTO TEIXEIRA CORREA
911155,20092,INF1007,4,33C,5.5,AP,HORISTA A CONTRATAR
911155,20092,INF1008,2,3WA,0.7,RM,LUIZ FERNANDO BESSA SEIBEL
911155,20092,INF1009,4,3WB,0.5,RM,ALEXANDRE RADEMAKER
911155,20092,INF1012,2,3WA,6,AP,LUIZ ANDRE PORTES PAES LEME
911155,20092,INF1822,2,3WA,,CJ,EDWARD HERMANN HAEUSLER
911155,20092,MAT1161,6,33E,0.4,RM,TANIA MARIA BOFFONI SIMOES DE FARIA
911155,20101,CRE1100,4,7TG,8,AP,GLORIA MARIA TELES
911155,20101,FIS1033,4,33V,,CL,RENATO BARBOSA DE OLIVEIRA
911155,20101,INF1009,4,3WB,,CL,ALEXANDRE RADEMAKER
911155,20101,INF1383,4,3WA,4.3,RM,SERGIO LIFSCHITZ
911155,20101,INF1403,4,3WB,5.1,AP,ALBERTO BARBOSA RAPOSO
911155,20102,INF1008,2,3WA,0,RF,LUIZ FERNANDO BESSA SEIBEL
